,Country,Year,source,target,value,real deaths
510,Burundi,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3376623376623377,1.3
511,Burundi,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.233766233766234,8.6
512,Burundi,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.6753246753246754,2.6
513,Burundi,2019,Noncommunicable diseases,Malignant neoplasms,1.6623376623376627,6.4
514,Burundi,2019,Noncommunicable diseases,Diabetes mellitus,0.36363636363636365,1.4
515,Burundi,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.07792207792207793,0.3
516,Burundi,2019,Noncommunicable diseases,Mental and substance use disorders,0.02597402597402598,0.1
517,Burundi,2019,Noncommunicable diseases,Neurological conditions,0.20779220779220783,0.8
518,Burundi,2019,Noncommunicable diseases,Cardiovascular diseases,2.6493506493506493,10.2
519,Burundi,2019,Noncommunicable diseases,Respiratory diseases,0.5974025974025974,2.3
520,Burundi,2019,Noncommunicable diseases,Digestive diseases,0.8831168831168832,3.4
521,Burundi,2019,Noncommunicable diseases,Genitourinary diseases,0.3376623376623377,1.3
522,Burundi,2019,Noncommunicable diseases,Skin diseases,0.02597402597402598,0.1
523,Burundi,2019,Noncommunicable diseases,Congenital anomalies,0.4675324675324676,1.8
524,Burundi,2019,Noncommunicable diseases,Sudden infant death syndrome,0.05194805194805196,0.2
525,Burundi,2019,Injuries,Unintentional injuries,2.0000000000000004,7.7
526,Burundi,2019,Injuries,Intentional injuries,0.41558441558441567,1.6
527,Cabo Verde,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",3.4482758620689657,0.5
528,Cabo Verde,2019,All Causes,Noncommunicable diseases,13.793103448275863,2
529,Cabo Verde,2019,All Causes,Injuries,2.7586206896551726,0.4
530,Cabo Verde,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.7142857142857143,0.1
531,Cabo Verde,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.4285714285714286,0.2
532,Cabo Verde,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.7142857142857143,0.1
533,Cabo Verde,2019,Noncommunicable diseases,Malignant neoplasms,3.571428571428571,0.5
534,Cabo Verde,2019,Noncommunicable diseases,Diabetes mellitus,0.7142857142857143,0.1
535,Cabo Verde,2019,Noncommunicable diseases,Neurological conditions,0.7142857142857143,0.1
536,Cabo Verde,2019,Noncommunicable diseases,Cardiovascular diseases,6.428571428571428,0.9
537,Cabo Verde,2019,Noncommunicable diseases,Respiratory diseases,0.7142857142857143,0.1
538,Cabo Verde,2019,Noncommunicable diseases,Digestive diseases,1.4285714285714286,0.2
539,Cabo Verde,2019,Noncommunicable diseases,Genitourinary diseases,0.7142857142857143,0.1
540,Cabo Verde,2019,Injuries,Unintentional injuries,2.142857142857143,0.3
541,Cabo Verde,2019,Injuries,Intentional injuries,0.7142857142857143,0.1
542,Cambodia,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.616977225672878,22.3
543,Cambodia,2019,All Causes,Noncommunicable diseases,13.540372670807454,65.4
544,Cambodia,2019,All Causes,Injuries,1.8426501035196687,8.9
545,Cambodia,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1.6735537190082646,8.1
546,Cambodia,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.8181818181818186,8.8
547,Cambodia,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.10330578512396696,0.5
548,Cambodia,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.9090909090909093,4.4
549,Cambodia,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.10330578512396696,0.5
550,Cambodia,2019,Noncommunicable diseases,Malignant neoplasms,2.5206611570247937,12.2
551,Cambodia,2019,Noncommunicable diseases,Diabetes mellitus,0.7024793388429753,3.4
552,Cambodia,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.08264462809917357,0.4
553,Cambodia,2019,Noncommunicable diseases,Mental and substance use disorders,0.041322314049586785,0.2
554,Cambodia,2019,Noncommunicable diseases,Neurological conditions,0.3925619834710744,1.9
555,Cambodia,2019,Noncommunicable diseases,Cardiovascular diseases,5.59917355371901,27.1
556,Cambodia,2019,Noncommunicable diseases,Respiratory diseases,0.9090909090909093,4.4
557,Cambodia,2019,Noncommunicable diseases,Digestive diseases,2.3966942148760335,11.6
558,Cambodia,2019,Noncommunicable diseases,Genitourinary diseases,0.5371900826446282,2.6
559,Cambodia,2019,Noncommunicable diseases,Skin diseases,0.041322314049586785,0.2
560,Cambodia,2019,Noncommunicable diseases,Musculoskeletal diseases,0.020661157024793392,0.1
561,Cambodia,2019,Noncommunicable diseases,Congenital anomalies,0.2685950413223141,1.3
562,Cambodia,2019,Noncommunicable diseases,Sudden infant death syndrome,0.020661157024793392,0.1
563,Cambodia,2019,Injuries,Unintentional injuries,1.6115702479338845,7.8
564,Cambodia,2019,Injuries,Intentional injuries,0.2479338842975207,1.2
565,Cameroon,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",10.366598778004073,101.8
566,Cameroon,2019,All Causes,Noncommunicable diseases,7.545824847250509,74.1
567,Cameroon,2019,All Causes,Injuries,2.0875763747454177,20.5
568,Cameroon,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,5.862595419847328,57.6
569,Cameroon,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,2.005089058524173,19.7
570,Cameroon,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.26463104325699743,2.6
571,Cameroon,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.0865139949109412,20.5
572,Cameroon,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.13231552162849872,1.3
573,Cameroon,2019,Noncommunicable diseases,Malignant neoplasms,1.0687022900763359,10.5
574,Cameroon,2019,Noncommunicable diseases,Diabetes mellitus,0.5597964376590331,5.5
575,Cameroon,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2544529262086514,2.5
576,Cameroon,2019,Noncommunicable diseases,Mental and substance use disorders,0.11195928753180662,1.1
577,Cameroon,2019,Noncommunicable diseases,Neurological conditions,0.2951653944020356,2.9
578,Cameroon,2019,Noncommunicable diseases,Cardiovascular diseases,2.768447837150127,27.2
579,Cameroon,2019,Noncommunicable diseases,Respiratory diseases,0.44783715012722647,4.4
580,Cameroon,2019,Noncommunicable diseases,Digestive diseases,0.8040712468193384,7.9
581,Cameroon,2019,Noncommunicable diseases,Genitourinary diseases,0.6106870229007633,6
582,Cameroon,2019,Noncommunicable diseases,Skin diseases,0.030534351145038163,0.3
583,Cameroon,2019,Noncommunicable diseases,Musculoskeletal diseases,0.020356234096692113,0.2
584,Cameroon,2019,Noncommunicable diseases,Congenital anomalies,0.5394402035623409,5.3
585,Cameroon,2019,Noncommunicable diseases,Sudden infant death syndrome,0.05089058524173028,0.5
586,Cameroon,2019,Injuries,Unintentional injuries,1.618320610687023,15.9
587,Cameroon,2019,Injuries,Intentional injuries,0.4681933842239185,4.6
588,Canada,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.9561466570812365,13.3
589,Canada,2019,All Causes,Noncommunicable diseases,17.958303378864127,249.8
590,Canada,2019,All Causes,Injuries,1.0855499640546369,15.1
591,Canada,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.2947519769949676,4.1
592,Canada,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.5391804457225018,7.5
593,Canada,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.07907979870596693,1.1
594,Canada,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.04313443565780014,0.6
595,Canada,2019,Noncommunicable diseases,Malignant neoplasms,5.866283249460818,81.6
596,Canada,2019,Noncommunicable diseases,Other neoplasms,0.12221423436376706,1.7
597,Canada,2019,Noncommunicable diseases,Diabetes mellitus,0.4097771387491014,5.7
598,Canada,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.23005032350826743,3.2
599,Canada,2019,Noncommunicable diseases,Mental and substance use disorders,0.3882099209202013,5.4
600,Canada,2019,Noncommunicable diseases,Neurological conditions,2.8396836808051757,39.5
601,Canada,2019,Noncommunicable diseases,Cardiovascular diseases,5.046728971962617,70.2
602,Canada,2019,Noncommunicable diseases,Respiratory diseases,1.4378145219266714,20
603,Canada,2019,Noncommunicable diseases,Digestive diseases,0.8770668583752694,12.2
604,Canada,2019,Noncommunicable diseases,Genitourinary diseases,0.46728971962616817,6.5
605,Canada,2019,Noncommunicable diseases,Skin diseases,0.050323508267433495,0.7
606,Canada,2019,Noncommunicable diseases,Musculoskeletal diseases,0.14378145219266714,2
607,Canada,2019,Noncommunicable diseases,Congenital anomalies,0.07907979870596693,1.1
609,Canada,2019,Injuries,Unintentional injuries,0.7189072609633357,10
610,Canada,2019,Injuries,Intentional injuries,0.35945363048166784,5
611,Central African Republic,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",11.816578483245149,33.5
612,Central African Republic,2019,All Causes,Noncommunicable diseases,6.3844797178130515,18.1
613,Central African Republic,2019,All Causes,Injuries,1.7989417989417986,5.1
614,Central African Republic,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.288732394366199,20.7
615,Central African Republic,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.866197183098592,5.3
616,Central African Republic,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.42253521126760574,1.2
617,Central African Republic,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.0070422535211274,5.7
618,Central African Republic,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.24647887323943665,0.7
619,Central African Republic,2019,Noncommunicable diseases,Malignant neoplasms,0.6690140845070424,1.9
620,Central African Republic,2019,Noncommunicable diseases,Diabetes mellitus,0.387323943661972,1.1
621,Central African Republic,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.14084507042253525,0.4
622,Central African Republic,2019,Noncommunicable diseases,Mental and substance use disorders,0.03521126760563381,0.1
623,Central African Republic,2019,Noncommunicable diseases,Neurological conditions,0.14084507042253525,0.4
624,Central African Republic,2019,Noncommunicable diseases,Cardiovascular diseases,2.9225352112676064,8.3
625,Central African Republic,2019,Noncommunicable diseases,Respiratory diseases,0.6338028169014086,1.8
626,Central African Republic,2019,Noncommunicable diseases,Digestive diseases,0.8098591549295776,2.3
627,Central African Republic,2019,Noncommunicable diseases,Genitourinary diseases,0.3169014084507043,0.9
628,Central African Republic,2019,Noncommunicable diseases,Congenital anomalies,0.2816901408450705,0.8
629,Central African Republic,2019,Noncommunicable diseases,Sudden infant death syndrome,0.03521126760563381,0.1
630,Central African Republic,2019,Injuries,Unintentional injuries,1.126760563380282,3.2
631,Central African Republic,2019,Injuries,Intentional injuries,0.6690140845070424,1.9
632,Chad,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",12.691790040376851,94.3
633,Chad,2019,All Causes,Noncommunicable diseases,5.397039030955586,40.1
634,Chad,2019,All Causes,Injuries,1.911170928667564,14.2
635,Chad,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,6.129032258064516,45.6
636,Chad,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,3.131720430107527,23.3
637,Chad,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.49731182795698925,3.7
638,Chad,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,2.6344086021505375,19.6
639,Chad,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2956989247311828,2.2
640,Chad,2019,Noncommunicable diseases,Malignant neoplasms,0.7795698924731183,5.8
641,Chad,2019,Noncommunicable diseases,Diabetes mellitus,0.2553763440860215,1.9
642,Chad,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.16129032258064516,1.2
643,Chad,2019,Noncommunicable diseases,Mental and substance use disorders,0.04032258064516129,0.3
644,Chad,2019,Noncommunicable diseases,Neurological conditions,0.20161290322580644,1.5
645,Chad,2019,Noncommunicable diseases,Cardiovascular diseases,1.975806451612903,14.7
646,Chad,2019,Noncommunicable diseases,Respiratory diseases,0.3897849462365591,2.9
647,Chad,2019,Noncommunicable diseases,Digestive diseases,0.739247311827957,5.5
648,Chad,2019,Noncommunicable diseases,Genitourinary diseases,0.2956989247311828,2.2
651,Chad,2019,Noncommunicable diseases,Congenital anomalies,0.49731182795698925,3.7
652,Chad,2019,Noncommunicable diseases,Sudden infant death syndrome,0.04032258064516129,0.3
653,Chad,2019,Injuries,Unintentional injuries,1.5456989247311828,11.5
654,Chad,2019,Injuries,Intentional injuries,0.3629032258064516,2.7
655,Chile,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.4233576642335766,7.8
656,Chile,2019,All Causes,Noncommunicable diseases,17.025547445255473,93.3
657,Chile,2019,All Causes,Injuries,1.551094890510949,8.5
658,Chile,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.4557885141294439,2.5
659,Chile,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.7110300820419325,3.9
660,Chile,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1276207839562443,0.7
661,Chile,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.10938924339106654,0.6
662,Chile,2019,Noncommunicable diseases,Malignant neoplasms,5.104831358249772,28
663,Chile,2019,Noncommunicable diseases,Other neoplasms,0.2552415679124886,1.4
664,Chile,2019,Noncommunicable diseases,Diabetes mellitus,0.5834092980856882,3.2
665,Chile,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.23701002734731083,1.3
666,Chile,2019,Noncommunicable diseases,Mental and substance use disorders,0.07292616226071102,0.4
667,Chile,2019,Noncommunicable diseases,Neurological conditions,1.112123974475843,6.1
668,Chile,2019,Noncommunicable diseases,Cardiovascular diseases,5.195989061075661,28.5
669,Chile,2019,Noncommunicable diseases,Respiratory diseases,1.5314494074749316,8.4
670,Chile,2019,Noncommunicable diseases,Digestive diseases,1.494986326344576,8.2
671,Chile,2019,Noncommunicable diseases,Genitourinary diseases,1.0209662716499543,5.6
672,Chile,2019,Noncommunicable diseases,Skin diseases,0.14585232452142205,0.8
673,Chile,2019,Noncommunicable diseases,Musculoskeletal diseases,0.1276207839562443,0.7
674,Chile,2019,Noncommunicable diseases,Congenital anomalies,0.1640838650865998,0.9
675,Chile,2019,Injuries,Unintentional injuries,1.0938924339106655,6
676,Chile,2019,Injuries,Intentional injuries,0.4557885141294439,2.5
677,China,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",0.7099034198860038,358.7
678,China,2019,All Causes,Noncommunicable diseases,17.926694110196326,9058
679,China,2019,All Causes,Injuries,1.3634024699176694,688.9
680,China,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.20879512349588347,105.5
