,Country,Year,source,target,value
1863,Iceland,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.0
1864,Iceland,2019,Noncommunicable diseases,Mental and substance use disorders,0.0
1865,Iceland,2019,Noncommunicable diseases,Neurological conditions,0.4
1866,Iceland,2019,Noncommunicable diseases,Sense organ diseases,0.0
1867,Iceland,2019,Noncommunicable diseases,Cardiovascular diseases,0.7
1868,Iceland,2019,Noncommunicable diseases,Respiratory diseases,0.1
1869,Iceland,2019,Noncommunicable diseases,Digestive diseases,0.1
1870,Iceland,2019,Noncommunicable diseases,Genitourinary diseases,0.0
1871,Iceland,2019,Noncommunicable diseases,Skin diseases,0.0
1872,Iceland,2019,Noncommunicable diseases,Musculoskeletal diseases,0.0
1873,Iceland,2019,Noncommunicable diseases,Congenital anomalies,0.0
1874,Iceland,2019,Noncommunicable diseases,Oral conditions,0.0
1875,India,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",2216.4
1876,India,2019,All Causes,Noncommunicable diseases,6047
1877,India,2019,All Causes,Injuries,908
1879,India,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,1342
1880,India,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,393.1
1881,India,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,25.9
1882,India,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,434.1
1883,India,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,21.2
1885,India,2019,Noncommunicable diseases,Malignant neoplasms,920.6
1886,India,2019,Noncommunicable diseases,Other neoplasms,3
1887,India,2019,Noncommunicable diseases,Diabetes mellitus,271.5
1888,India,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",15.3
1889,India,2019,Noncommunicable diseases,Mental and substance use disorders,34.9
1890,India,2019,Noncommunicable diseases,Neurological conditions,209.9
1891,India,2019,Noncommunicable diseases,Sense organ diseases,0.0
1892,India,2019,Noncommunicable diseases,Cardiovascular diseases,2566.5
1893,India,2019,Noncommunicable diseases,Respiratory diseases,1146.4
1894,India,2019,Noncommunicable diseases,Digestive diseases,459.1
1895,India,2019,Noncommunicable diseases,Genitourinary diseases,291.2
1896,India,2019,Noncommunicable diseases,Skin diseases,17.9
1897,India,2019,Noncommunicable diseases,Musculoskeletal diseases,25.4
1898,India,2019,Noncommunicable diseases,Congenital anomalies,82.8
1899,India,2019,Noncommunicable diseases,Oral conditions,0.0
1900,Indonesia,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",343.7
1901,Indonesia,2019,All Causes,Noncommunicable diseases,1386.3
1902,Indonesia,2019,All Causes,Injuries,86.2
1904,Indonesia,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,217.7
1905,Indonesia,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,52.6
1906,Indonesia,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,6.2
1907,Indonesia,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,45.4
1908,Indonesia,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,21.8
1910,Indonesia,2019,Noncommunicable diseases,Malignant neoplasms,223.6
1911,Indonesia,2019,Noncommunicable diseases,Other neoplasms,0.7
1912,Indonesia,2019,Noncommunicable diseases,Diabetes mellitus,110.5
1913,Indonesia,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",4
1914,Indonesia,2019,Noncommunicable diseases,Mental and substance use disorders,1.6
1915,Indonesia,2019,Noncommunicable diseases,Neurological conditions,37.5
1916,Indonesia,2019,Noncommunicable diseases,Sense organ diseases,0.0
1917,Indonesia,2019,Noncommunicable diseases,Cardiovascular diseases,696.6
1918,Indonesia,2019,Noncommunicable diseases,Respiratory diseases,108.7
1919,Indonesia,2019,Noncommunicable diseases,Digestive diseases,129.1
1920,Indonesia,2019,Noncommunicable diseases,Genitourinary diseases,52.8
1921,Indonesia,2019,Noncommunicable diseases,Skin diseases,3.7
1922,Indonesia,2019,Noncommunicable diseases,Musculoskeletal diseases,1.7
1923,Indonesia,2019,Noncommunicable diseases,Congenital anomalies,14.9
1924,Indonesia,2019,Noncommunicable diseases,Oral conditions,0.0
1925,Iran (Islamic Republic of),2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",29.5
1926,Iran (Islamic Republic of),2019,All Causes,Noncommunicable diseases,296.4
1927,Iran (Islamic Republic of),2019,All Causes,Injuries,38.7
1929,Iran (Islamic Republic of),2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,7.5
1930,Iran (Islamic Republic of),2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,11.3
1931,Iran (Islamic Republic of),2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.3
1932,Iran (Islamic Republic of),2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,10.3
1933,Iran (Islamic Republic of),2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
1935,Iran (Islamic Republic of),2019,Noncommunicable diseases,Malignant neoplasms,61.1
1936,Iran (Islamic Republic of),2019,Noncommunicable diseases,Other neoplasms,0.1
1937,Iran (Islamic Republic of),2019,Noncommunicable diseases,Diabetes mellitus,13.9
1938,Iran (Islamic Republic of),2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",2.1
1939,Iran (Islamic Republic of),2019,Noncommunicable diseases,Mental and substance use disorders,2.5
1940,Iran (Islamic Republic of),2019,Noncommunicable diseases,Neurological conditions,15.3
1941,Iran (Islamic Republic of),2019,Noncommunicable diseases,Sense organ diseases,0.0
1942,Iran (Islamic Republic of),2019,Noncommunicable diseases,Cardiovascular diseases,157
1943,Iran (Islamic Republic of),2019,Noncommunicable diseases,Respiratory diseases,15.4
1944,Iran (Islamic Republic of),2019,Noncommunicable diseases,Digestive diseases,10.9
1945,Iran (Islamic Republic of),2019,Noncommunicable diseases,Genitourinary diseases,12.3
1946,Iran (Islamic Republic of),2019,Noncommunicable diseases,Skin diseases,0.2
1947,Iran (Islamic Republic of),2019,Noncommunicable diseases,Musculoskeletal diseases,0.6
1948,Iran (Islamic Republic of),2019,Noncommunicable diseases,Congenital anomalies,4.8
1949,Iran (Islamic Republic of),2019,Noncommunicable diseases,Oral conditions,0.0
1950,Iraq,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",24.5
1951,Iraq,2019,All Causes,Noncommunicable diseases,107.2
1952,Iraq,2019,All Causes,Injuries,28.5
1954,Iraq,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,4.5
1955,Iraq,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,5.6
1956,Iraq,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.8
1957,Iraq,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,13.6
1958,Iraq,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
1960,Iraq,2019,Noncommunicable diseases,Malignant neoplasms,15
1961,Iraq,2019,Noncommunicable diseases,Other neoplasms,0.0
1962,Iraq,2019,Noncommunicable diseases,Diabetes mellitus,7.4
1963,Iraq,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.5
1964,Iraq,2019,Noncommunicable diseases,Mental and substance use disorders,0.5
1965,Iraq,2019,Noncommunicable diseases,Neurological conditions,3.6
1966,Iraq,2019,Noncommunicable diseases,Sense organ diseases,0.0
1967,Iraq,2019,Noncommunicable diseases,Cardiovascular diseases,62.9
1968,Iraq,2019,Noncommunicable diseases,Respiratory diseases,2.6
1969,Iraq,2019,Noncommunicable diseases,Digestive diseases,3
1970,Iraq,2019,Noncommunicable diseases,Genitourinary diseases,6.5
1971,Iraq,2019,Noncommunicable diseases,Skin diseases,0.0
1972,Iraq,2019,Noncommunicable diseases,Musculoskeletal diseases,0.1
1973,Iraq,2019,Noncommunicable diseases,Congenital anomalies,4.8
1974,Iraq,2019,Noncommunicable diseases,Oral conditions,0.0
1975,Ireland,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.8
1976,Ireland,2019,All Causes,Noncommunicable diseases,27.9
1977,Ireland,2019,All Causes,Injuries,1.2
1979,Ireland,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.3
1980,Ireland,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.3
1981,Ireland,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
1982,Ireland,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.1
1983,Ireland,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.0
1985,Ireland,2019,Noncommunicable diseases,Malignant neoplasms,9.1
1986,Ireland,2019,Noncommunicable diseases,Other neoplasms,0.2
1987,Ireland,2019,Noncommunicable diseases,Diabetes mellitus,0.4
1988,Ireland,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
1989,Ireland,2019,Noncommunicable diseases,Mental and substance use disorders,0.2
1990,Ireland,2019,Noncommunicable diseases,Neurological conditions,4.3
1991,Ireland,2019,Noncommunicable diseases,Sense organ diseases,0.0
1992,Ireland,2019,Noncommunicable diseases,Cardiovascular diseases,8.3
1993,Ireland,2019,Noncommunicable diseases,Respiratory diseases,2.9
1994,Ireland,2019,Noncommunicable diseases,Digestive diseases,1
1995,Ireland,2019,Noncommunicable diseases,Genitourinary diseases,0.8
1996,Ireland,2019,Noncommunicable diseases,Skin diseases,0.1
1997,Ireland,2019,Noncommunicable diseases,Musculoskeletal diseases,0.2
1998,Ireland,2019,Noncommunicable diseases,Congenital anomalies,0.2
1999,Ireland,2019,Noncommunicable diseases,Oral conditions,0.0
2000,Israel,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",4.7
2001,Israel,2019,All Causes,Noncommunicable diseases,38.8
2002,Israel,2019,All Causes,Injuries,1.9
2004,Israel,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,2.7
2005,Israel,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,1.5
2006,Israel,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2007,Israel,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.2
2008,Israel,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.2
2010,Israel,2019,Noncommunicable diseases,Malignant neoplasms,12.2
2011,Israel,2019,Noncommunicable diseases,Other neoplasms,0.4
2012,Israel,2019,Noncommunicable diseases,Diabetes mellitus,1.9
2013,Israel,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",1
2014,Israel,2019,Noncommunicable diseases,Mental and substance use disorders,0.2
2015,Israel,2019,Noncommunicable diseases,Neurological conditions,4.2
2016,Israel,2019,Noncommunicable diseases,Sense organ diseases,0.0
2017,Israel,2019,Noncommunicable diseases,Cardiovascular diseases,10.2
2018,Israel,2019,Noncommunicable diseases,Respiratory diseases,3
2019,Israel,2019,Noncommunicable diseases,Digestive diseases,1.6
2020,Israel,2019,Noncommunicable diseases,Genitourinary diseases,3
2021,Israel,2019,Noncommunicable diseases,Skin diseases,0.4
2022,Israel,2019,Noncommunicable diseases,Musculoskeletal diseases,0.3
2023,Israel,2019,Noncommunicable diseases,Congenital anomalies,0.3
2024,Israel,2019,Noncommunicable diseases,Oral conditions,0.0
2025,Italy,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",35.9
2026,Italy,2019,All Causes,Noncommunicable diseases,590.5
2027,Italy,2019,All Causes,Injuries,25.1
2029,Italy,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,16
2030,Italy,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,16.4
2031,Italy,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2032,Italy,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.8
2033,Italy,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,2.7
2035,Italy,2019,Noncommunicable diseases,Malignant neoplasms,172.7
2036,Italy,2019,Noncommunicable diseases,Other neoplasms,10
2037,Italy,2019,Noncommunicable diseases,Diabetes mellitus,19.8
2038,Italy,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",8.4
2039,Italy,2019,Noncommunicable diseases,Mental and substance use disorders,1.6
2040,Italy,2019,Noncommunicable diseases,Neurological conditions,58.8
2041,Italy,2019,Noncommunicable diseases,Sense organ diseases,0.1
2042,Italy,2019,Noncommunicable diseases,Cardiovascular diseases,227.4
2043,Italy,2019,Noncommunicable diseases,Respiratory diseases,46.2
2044,Italy,2019,Noncommunicable diseases,Digestive diseases,23.1
2045,Italy,2019,Noncommunicable diseases,Genitourinary diseases,15.7
2046,Italy,2019,Noncommunicable diseases,Skin diseases,1.4
2047,Italy,2019,Noncommunicable diseases,Musculoskeletal diseases,3.8
2048,Italy,2019,Noncommunicable diseases,Congenital anomalies,1.4
2049,Italy,2019,Noncommunicable diseases,Oral conditions,0.0
2050,Jamaica,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",1.7
2051,Jamaica,2019,All Causes,Noncommunicable diseases,15.3
2052,Jamaica,2019,All Causes,Injuries,2.3
2054,Jamaica,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,0.9
2055,Jamaica,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,0.4
2056,Jamaica,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2057,Jamaica,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.4
2058,Jamaica,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,0.1
2060,Jamaica,2019,Noncommunicable diseases,Malignant neoplasms,4.6
2061,Jamaica,2019,Noncommunicable diseases,Other neoplasms,0.0
2062,Jamaica,2019,Noncommunicable diseases,Diabetes mellitus,2.1
2063,Jamaica,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",0.2
2064,Jamaica,2019,Noncommunicable diseases,Mental and substance use disorders,0.0
2065,Jamaica,2019,Noncommunicable diseases,Neurological conditions,0.8
2066,Jamaica,2019,Noncommunicable diseases,Sense organ diseases,0.0
2067,Jamaica,2019,Noncommunicable diseases,Cardiovascular diseases,5.4
2068,Jamaica,2019,Noncommunicable diseases,Respiratory diseases,0.6
2069,Jamaica,2019,Noncommunicable diseases,Digestive diseases,0.5
2070,Jamaica,2019,Noncommunicable diseases,Genitourinary diseases,0.9
2071,Jamaica,2019,Noncommunicable diseases,Skin diseases,0.1
2072,Jamaica,2019,Noncommunicable diseases,Musculoskeletal diseases,0.1
2073,Jamaica,2019,Noncommunicable diseases,Congenital anomalies,0.1
2074,Jamaica,2019,Noncommunicable diseases,Oral conditions,0.0
2075,Japan,2019,All Causes,"Communicable, maternal, perinatal and nutritional conditions",139.2
2076,Japan,2019,All Causes,Noncommunicable diseases,1146.1
2077,Japan,2019,All Causes,Injuries,66.4
2079,Japan,2019,"Communicable, maternal, perinatal and nutritional conditions",Infectious and parasitic diseases,27.4
2080,Japan,2019,"Communicable, maternal, perinatal and nutritional conditions",Respiratory Infectious ,108.1
2081,Japan,2019,"Communicable, maternal, perinatal and nutritional conditions",Maternal conditions,0.0
2082,Japan,2019,"Communicable, maternal, perinatal and nutritional conditions",Neonatal conditions,0.5
2083,Japan,2019,"Communicable, maternal, perinatal and nutritional conditions",Nutritional deficiencies,3.2
2085,Japan,2019,Noncommunicable diseases,Malignant neoplasms,403.7
2086,Japan,2019,Noncommunicable diseases,Other neoplasms,15.1
2087,Japan,2019,Noncommunicable diseases,Diabetes mellitus,5.4
2088,Japan,2019,Noncommunicable diseases,"Endocrine, blood, immune disorders",11.5
